Year,Reporter Code,Trade Flow Code,Partner Code,Classification,Commodity Code,Quantity Unit Code,Supplementary Quantity,Netweight (kg),Value,Estimation Code
2011,388,2,0,H3,90411,8,129574,129574,531974,0
2011,388,1,0,H3,90411,8,224334,224334,1490779,0
2011,388,2,0,H3,90412,8,17860,17860,80310,0
2011,388,1,0,H3,90412,8,78226,78226,471635,0
2011,388,2,0,H3,90420,8,401172,401172,2041315,0
2011,388,1,0,H3,90420,8,86394,86394,267817,0
2011,388,1,0,H3,90220,8,41343,41343,199530,0
2011,388,1,0,H3,90210,8,156770,156770,835970,0
2011,388,1,0,H3,902,8,343800,343800,2141651,0
2011,388,1,0,H3,90190,8,188,188,277,0
2011,388,1,0,H3,90122,8,84,84,412,0
2011,388,1,0,H3,90121,8,3,3,34,0
2011,388,1,0,H3,90112,8,48230,48230,431592,0
2011,388,1,0,H3,90111,8,347344,347344,2415902,0
2011,388,1,0,H3,901,8,395850,395850,2848217,0
2011,388,1,0,H3,9,1,,,9307801,0
2012,388,3,0,H3,90411,8,55,55,233,0
2012,388,2,0,H3,90411,8,69125,69125,233367,0
2012,388,2,0,H3,904,8,546940,546940,2738101,0
2012,388,3,0,H3,904,8,55,55,233,0
2012,388,1,0,H3,90411,8,290068,290068,2360468,0
2012,388,2,0,H3,90412,8,16511,16511,58830,0
2012,388,1,0,H3,90412,8,81324,81324,516242,0
2012,388,2,0,H3,90240,8,27057,27057,93526,0
2012,388,3,0,H3,90240,8,8260,8260,25996,0
2012,388,2,0,H3,90420,8,461303,461303,2445904,0
2012,388,2,0,H3,90230,8,130285,130285,1287836,0
2012,388,3,0,H3,90230,8,24714,24714,89753,0
2012,388,1,0,H3,90420,8,92043,92043,290998,0
2012,388,2,0,H3,905,8,69598,69598,221701,0
2012,388,3,0,H3,90220,8,31723,31723,82815,0
2012,388,1,0,H3,905,8,5630,5630,27607,0
2012,388,2,0,H3,90210,8,51130,51130,241230,0
2012,388,3,0,H3,90210,8,11589,11589,63134,0
2012,388,2,0,H3,90500,8,69598,69598,221701,0
2012,388,2,0,H3,902,8,263226,263226,1765648,0
2012,388,3,0,H3,902,8,76286,76286,261697,0
2012,388,1,0,H3,90500,8,5630,5630,27607,0
2012,388,2,0,H3,90190,8,13,13,794,0
2012,388,2,0,H3,906,8,76,76,285,0
2012,388,2,0,H3,90122,8,6465,6465,155372,0
2012,388,3,0,H3,90122,8,57,57,186,0
2012,388,1,0,H3,906,8,37955,37955,162962,0
2012,388,2,0,H3,90619,8,14,14,63,0
2012,388,1,0,H3,90619,8,453,453,2566,0
2012,388,2,0,H3,90112,8,10294,10294,228062,0
2012,388,1,0,H3,90620,8,35717,35717,152274,0
2012,388,2,0,H3,90111,8,591674,591674,13692710,0
2012,388,3,0,H3,90111,8,17,17,729,0
2012,388,1,0,H3,90700,8,2847,2847,21782,0
2012,388,2,0,H3,9,1,,,23631431,0
2012,388,3,0,H3,9,1,,,757107,0
2012,388,2,0,H3,908,8,5412,5412,92532,0
2012,388,2,0,H3,901,8,808275,808275,17013519,0
2012,388,3,0,H3,901,8,125,125,3077,0
2012,388,1,0,H3,908,8,31614,31614,604358,0
2012,388,1,0,H3,90820,8,212,212,626,0
2012,388,1,0,H3,90830,8,141,141,619,0
2012,388,1,0,H3,909,8,35677,35677,146438,0
2012,388,1,0,H3,90910,8,7762,7762,26211,0
2012,388,1,0,H3,90920,8,20377,20377,82500,0
2012,388,1,0,H3,90930,8,6850,6850,32590,0
2012,388,1,0,H3,90940,8,248,248,1509,0
2012,388,1,0,H3,90950,8,439,439,3628,0
2012,388,3,0,H3,910,8,75200,75200,492101,0
2012,388,2,0,H3,910,8,410423,410423,1799644,0
2012,388,1,0,H3,910,8,342323,342323,854297,0
2012,388,3,0,H3,91010,8,75148,75148,491703,0
2012,388,2,0,H3,91010,8,93342,93342,600604,0
2012,388,1,0,H3,91010,8,79272,79272,231789,0
2012,388,1,0,H3,91020,8,2616,2616,11941,0
2012,388,2,0,H3,91030,8,117270,117270,224496,0
2012,388,1,0,H3,91030,8,89854,89854,191427,0
2012,388,2,0,H3,91091,8,420,420,749,0
2012,388,1,0,H3,91091,8,1453,1453,5247,0
2012,388,3,0,H3,91099,8,52,52,398,0
2012,388,2,0,H3,91099,8,199390,199390,973795,0
2012,388,1,0,H3,91099,8,169128,169128,413894,0
2012,388,1,0,H3,904,8,463435,463435,3167708,0
2012,388,1,0,H3,90300,8,131,131,193,0
2012,388,1,0,H3,903,8,131,131,193,0
2012,388,1,0,H3,90240,8,59307,59307,306294,0
2012,388,1,0,H3,90230,8,10181,10181,119874,0
2012,388,1,0,H3,90220,8,18056,18056,128469,0
2012,388,2,0,H3,90220,8,54754,54754,143057,0
2012,388,1,0,H3,90210,8,136550,136550,1166141,0
2012,388,1,0,H3,902,8,224093,224093,1720779,0
2012,388,1,0,H3,90190,8,39,39,208,0
2012,388,1,0,H3,90122,8,18,18,182,0
2012,388,2,0,H3,90121,8,199828,199828,2936581,0
2012,388,3,0,H3,90121,8,51,51,2162,0
2012,388,2,0,H3,90611,8,62,62,222,0
2012,388,1,0,H3,90611,8,1786,1786,8121,0
2012,388,1,0,H3,90112,8,38561,38561,228025,0
2012,388,1,0,H3,90111,8,376694,376694,1779837,0
2012,388,1,0,H3,9,1,,,8714375,0
2012,388,1,0,H3,907,8,2847,2847,21782,0
2012,388,1,0,H3,901,8,415312,415312,2008252,0
2012,388,2,0,H3,90810,8,5412,5412,92532,0
2012,388,1,0,H3,90810,8,31260,31260,603113,0
2013,388,2,0,H3,90810,8,43,43,181,0
2013,388,1,0,H3,90810,8,31865,31865,607243,0
2013,388,2,0,H3,90412,8,22771,22771,95386,0
2013,388,1,0,H3,90820,8,1090,1090,6021,0
2013,388,2,0,H3,90411,8,35624,35624,182550,0
2013,388,1,0,H3,90830,8,37,37,383,0
2013,388,2,0,H3,904,8,482547,482547,2633281,0
2013,388,2,0,H3,909,8,10,10,146,0
2013,388,1,0,H3,909,8,35857,35857,133393,0
2013,388,3,0,H3,90240,8,8137,8137,14711,0
2013,388,1,0,H3,90910,8,5913,5913,25640,0
2013,388,2,0,H3,90230,8,163006,163006,1472662,0
2013,388,3,0,H3,90230,8,2927,2927,22909,0
2013,388,2,0,H3,90420,8,424152,424152,2355345,0
2013,388,2,0,H3,90220,8,59161,59161,213048,0
2013,388,3,0,H3,90220,8,23003,23003,158253,0
2013,388,1,0,H3,90420,8,79294,79294,232066,0
2013,388,2,0,H3,90210,8,100634,100634,516427,0
2013,388,3,0,H3,90210,8,36129,36129,213309,0
2013,388,3,0,H3,905,8,25,25,820,0
2013,388,2,0,H3,902,8,360128,360128,2340368,0
2013,388,3,0,H3,902,8,70196,70196,409182,0
2013,388,2,0,H3,905,8,21231,21231,83186,0
2013,388,1,0,H3,905,8,12649,12649,51239,0
2013,388,3,0,H3,90122,8,25,25,2105,0
2013,388,3,0,H3,90500,8,25,25,820,0
2013,388,2,0,H3,90121,8,119945,119945,2138759,0
2013,388,2,0,H3,90500,8,21231,21231,83186,0
2013,388,2,0,H3,90112,8,14381,14381,413932,0
2013,388,1,0,H3,90500,8,12649,12649,51239,0
2013,388,2,0,H3,90111,8,691720,691720,16312076,0
2013,388,3,0,H3,90111,8,19218,19218,44593,0
2013,388,2,0,H3,908,8,43,43,181,0
2013,388,1,0,H3,908,8,32993,32993,613648,0
2013,388,1,0,H3,90412,8,93792,93792,516972,0
2013,388,3,0,H3,9,1,,,816870,0
2013,388,2,0,H3,901,8,832123,832123,19047237,0
2013,388,3,0,H3,901,8,19243,19243,46698,0
2013,388,1,0,H3,90411,8,195155,195155,1666542,0
2013,388,1,0,H3,904,8,368241,368241,2415581,0
2013,388,1,0,H3,90240,8,67352,67352,351164,0
2013,388,2,0,H3,90240,8,37327,37327,138230,0
2013,388,1,0,H3,90230,8,8787,8787,36365,0
2013,388,1,0,H3,90920,8,18650,18650,63820,0
2013,388,1,0,H3,90930,8,8265,8265,32620,0
2013,388,2,0,H3,90940,8,10,10,146,0
2013,388,1,0,H3,90940,8,938,938,4116,0
2013,388,1,0,H3,90950,8,2091,2091,7197,0
2013,388,3,0,H3,910,8,51039,51039,360155,0
2013,388,2,0,H3,910,8,468747,468747,1659353,0
2013,388,1,0,H3,910,8,324633,324633,1147097,0
2013,388,3,0,H3,91010,8,51039,51039,360155,0
2013,388,2,0,H3,91010,8,73412,73412,467581,0
2013,388,1,0,H3,91010,8,110987,110987,360033,0
2013,388,1,0,H3,91020,8,3624,3624,16761,0
2013,388,2,0,H3,91030,8,167504,167504,281184,0
2013,388,1,0,H3,91030,8,124633,124633,285432,0
2013,388,2,0,H3,91091,8,29,29,230,0
2013,388,1,0,H3,91091,8,2076,2076,7729,0
2013,388,2,0,H3,91099,8,227803,227803,910358,0
2013,388,1,0,H3,91099,8,83313,83313,477141,0
2013,388,1,0,H3,90210,8,140987,140987,1261552,0
2013,388,1,0,H3,902,8,264427,264427,2068347,0
2013,388,1,0,H3,90190,8,158,158,177,0
2013,388,2,0,H3,90122,8,6077,6077,182470,0
2013,388,1,0,H3,90121,8,36,36,164,0
2013,388,1,0,H3,90112,8,47663,47663,199336,0
2013,388,1,0,H3,90111,8,290722,290722,1503746,0
2013,388,1,0,H3,901,8,338580,338580,1703423,0
2013,388,3,0,H3,906,8,5,5,15,0
2013,388,2,0,H3,906,8,21,21,2783,0
2013,388,1,0,H3,906,8,34364,34364,150327,0
2013,388,2,0,H3,90611,8,15,15,2768,0
2013,388,1,0,H3,90611,8,1008,1008,5368,0
2013,388,1,0,H3,90619,8,1137,1137,5164,0
2013,388,3,0,H3,90620,8,5,5,15,0
2013,388,2,0,H3,90620,8,5,5,15,0
2013,388,1,0,H3,90620,8,32219,32219,139794,0
2013,388,1,0,H3,907,8,45958,45958,41152,0
2013,388,1,0,H3,90700,8,45958,45958,41152,0
2013,388,1,0,H3,9,1,,,8324207,0
2013,388,2,0,H3,9,1,,,25766535,0
2013,388,1,0,H3,90220,8,47302,47302,419267,0
2004,388,1,0,H2,9,1,,,3313041,0
2004,388,2,0,H2,9,1,,,43399607,0
2004,388,3,0,H2,9,1,,,84,0
2005,388,1,0,H2,9,1,,,4906497,0
2005,388,2,0,H2,9,1,,,20347815,0
2005,388,3,0,H2,9,1,,,7775,0
2006,388,1,0,H2,9,1,,,5008679,0
2006,388,2,0,H2,9,1,,,34576761,0
2006,388,3,0,H2,9,1,,,109472,0
2007,388,1,0,H2,9,1,,,5435666,0
2007,388,2,0,H2,9,1,,,35161062,0
2007,388,3,0,H2,9,1,,,187746,0
2004,388,1,0,H2,901,8,45392,45392,116136,0
2004,388,2,0,H2,901,8,26535129,26535129,39326740,6
2005,388,1,0,H2,901,8,272379,272379,786952,0
2005,388,2,0,H2,901,8,10818064,10818064,16541115,6
2005,388,3,0,H2,901,8,5,5,30,6
2006,388,1,0,H2,901,8,339051,339051,976448,0
2006,388,2,0,H2,901,8,20344966,20344966,31862438,6
2006,388,3,0,H2,901,8,2946,2946,4312,6
2007,388,1,0,H2,901,8,253029,253029,888017,0
2007,388,2,0,H2,901,8,13244333,13244333,31470149,6
2007,388,3,0,H2,901,8,2,2,50,0
2004,388,1,0,H2,90111,8,18580,18580,28170,0
2004,388,2,0,H2,90111,8,26514747,26514747,38809636,6
2005,388,1,0,H2,90111,8,67888,67888,174423,0
2005,388,2,0,H2,90111,8,10790225,10790225,15793652,6
2006,388,1,0,H2,90111,8,16396,16396,69502,0
2006,388,2,0,H2,90111,8,20260604,20260604,29655447,6
2006,388,3,0,H2,90111,8,2946,2946,4312,6
2007,388,1,0,H2,90111,8,130858,130858,413107,0
2007,388,2,0,H2,90111,8,13107786,13107786,27797310,6
2004,388,1,0,H2,90112,8,22283,22283,60043,0
2004,388,2,0,H2,90112,8,3289,3289,45631,0
2005,388,1,0,H2,90112,8,186284,186284,546448,0
2005,388,2,0,H2,90112,8,19,19,625,0
2006,388,1,0,H2,90112,8,308988,308988,855645,0
2006,388,2,0,H2,90112,8,48,48,693,0
2007,388,1,0,H2,90112,8,102313,102313,392251,0
2007,388,2,0,H2,90112,8,72,72,1807,0
2004,388,1,0,H2,90121,8,21,21,338,0
2004,388,2,0,H2,90121,8,8931,8931,287651,0
2005,388,1,0,H2,90121,8,30,30,17,0
2005,388,2,0,H2,90121,8,27669,27669,742297,6
2005,388,3,0,H2,90121,8,5,5,30,6
2006,388,1,0,H2,90121,8,85,85,193,0
2006,388,2,0,H2,90121,8,74711,74711,2181728,0
2007,388,2,0,H2,90121,8,135652,135652,3653756,6
2007,388,3,0,H2,90121,8,2,2,50,0
2004,388,1,0,H2,90122,8,4459,4459,27290,0
2004,388,2,0,H2,90122,8,8071,8071,179410,0
2005,388,1,0,H2,90122,8,17601,17601,63661,0
2005,388,2,0,H2,90122,8,151,151,4541,0
2006,388,1,0,H2,90122,8,13537,13537,50893,0
2006,388,2,0,H2,90122,8,3,3,184,0
2007,388,1,0,H2,90122,8,19846,19846,82580,0
2007,388,2,0,H2,90122,8,823,823,17277,0
2004,388,1,0,H2,90190,8,49,49,294,0
2004,388,2,0,H2,90190,8,91,91,4412,0
2005,388,1,0,H2,90190,8,576,576,2402,0
2006,388,1,0,H2,90190,8,45,45,215,0
2006,388,2,0,H2,90190,8,9600,9600,24387,0
2007,388,1,0,H2,90190,8,12,12,78,0
2004,388,1,0,H2,902,8,177020,177020,1085853,0
2004,388,2,0,H2,902,8,22852,22852,200257,0
2004,388,3,0,H2,902,8,2,2,84,0
2005,388,1,0,H2,902,8,233183,233183,1171775,6
2005,388,2,0,H2,902,8,20079,20079,168241,0
2006,388,1,0,H2,902,8,230201,230201,1329114,0
2006,388,2,0,H2,902,8,23782,23782,179037,0
2007,388,1,0,H2,902,8,238160,238160,1703047,0
2007,388,2,0,H2,902,8,53279,53279,330532,0
2007,388,3,0,H2,902,8,176,176,880,0
2004,388,1,0,H2,90210,8,94246,94246,722503,0
2004,388,2,0,H2,90210,8,7708,7708,66325,0
2005,388,1,0,H2,90210,8,117429,117429,742661,6
2005,388,2,0,H2,90210,8,9725,9725,91317,0
2006,388,1,0,H2,90210,8,108766,108766,711941,0
2006,388,2,0,H2,90210,8,20162,20162,146591,0
2007,388,1,0,H2,90210,8,123414,123414,1091979,0
2007,388,2,0,H2,90210,8,18950,18950,46096,0
2004,388,1,0,H2,90220,8,12770,12770,71868,0
2004,388,2,0,H2,90220,8,10952,10952,101943,0
2005,388,1,0,H2,90220,8,17761,17761,74274,0
2005,388,2,0,H2,90220,8,7149,7149,49895,0
2006,388,1,0,H2,90220,8,25498,25498,103202,0
2006,388,2,0,H2,90220,8,241,241,5950,0
2007,388,1,0,H2,90220,8,14251,14251,68697,0
2007,388,2,0,H2,90220,8,545,545,10695,0
2004,388,1,0,H2,90230,8,2193,2193,13637,0
2004,388,2,0,H2,90230,8,3878,3878,30494,0
2005,388,1,0,H2,90230,8,18878,18878,9772,0
2005,388,2,0,H2,90230,8,2833,2833,22750,0
2006,388,1,0,H2,90230,8,18494,18494,19276,0
2006,388,2,0,H2,90230,8,2574,2574,22299,0
2007,388,1,0,H2,90230,8,1471,1471,4894,0
2007,388,2,0,H2,90230,8,31608,31608,261723,0
2004,388,1,0,H2,90240,8,67811,67811,277845,0
2004,388,2,0,H2,90240,8,314,314,1496,0
2004,388,3,0,H2,90240,8,2,2,84,0
2005,388,1,0,H2,90240,8,79115,79115,345068,0
2005,388,2,0,H2,90240,8,372,372,4279,0
2006,388,1,0,H2,90240,8,77444,77444,494695,0
2006,388,2,0,H2,90240,8,805,805,4197,0
2007,388,1,0,H2,90240,8,99024,99024,537477,0
2007,388,2,0,H2,90240,8,2176,2176,12018,0
2007,388,3,0,H2,90240,8,176,176,880,0
2004,388,1,0,H2,903,8,4,4,5,6
2006,388,2,0,H2,903,8,2389,2389,24205,0
2007,388,2,0,H2,903,8,65256,65256,78398,6
2004,388,1,0,H2,90300,8,4,4,5,6
2006,388,2,0,H2,90300,8,2389,2389,24205,0
2007,388,2,0,H2,90300,8,65256,65256,78398,6
2004,388,1,0,H2,904,8,633831,633831,1170920,0
2004,388,2,0,H2,904,8,399590,399590,2821430,0
2005,388,1,0,H2,904,8,1121092,1121092,1838078,0
2005,388,2,0,H2,904,8,431637,431637,2866143,0
2006,388,1,0,H2,904,8,680225,680225,1581730,0
2006,388,2,0,H2,904,8,307401,307401,1575887,0
2007,388,1,0,H2,904,8,575427,575427,1642137,0
2007,388,2,0,H2,904,8,496686,496686,2284616,6
2007,388,3,0,H2,904,8,23,23,251,0
2004,388,1,0,H2,90411,8,329000,329000,594988,0
2004,388,2,0,H2,90411,8,3677,3677,11904,0
2005,388,1,0,H2,90411,8,270129,270129,588037,0
2005,388,2,0,H2,90411,8,5229,5229,20284,0
2006,388,1,0,H2,90411,8,319527,319527,771860,0
2006,388,2,0,H2,90411,8,1501,1501,4718,0
2007,388,1,0,H2,90411,8,245369,245369,937591,0
2007,388,2,0,H2,90411,8,13279,13279,41460,0
2004,388,1,0,H2,90412,8,209617,209617,350929,0
2004,388,2,0,H2,90412,8,28324,28324,116052,0
2005,388,1,0,H2,90412,8,765505,765505,1015125,0
2005,388,2,0,H2,90412,8,9460,9460,56883,0
2006,388,1,0,H2,90412,8,280533,280533,583751,0
2006,388,2,0,H2,90412,8,10566,10566,50976,0
2007,388,1,0,H2,90412,8,250694,250694,465516,0
2007,388,2,0,H2,90412,8,8935,8935,48221,6
2004,388,1,0,H2,90420,8,95214,95214,225003,0
2004,388,2,0,H2,90420,8,367589,367589,2693474,0
2005,388,1,0,H2,90420,8,85458,85458,234916,0
2005,388,2,0,H2,90420,8,416948,416948,2788976,0
2006,388,1,0,H2,90420,8,80166,80166,226119,0
2006,388,2,0,H2,90420,8,295334,295334,1520192,0
2007,388,1,0,H2,90420,8,79364,79364,239030,0
2007,388,2,0,H2,90420,8,474472,474472,2194936,0
2007,388,3,0,H2,90420,8,23,23,251,0
2004,388,1,0,H2,905,8,21224,21224,97782,0
2004,388,2,0,H2,905,8,9038,9038,15627,0
2005,388,1,0,H2,905,8,4492,4492,49852,0
2005,388,2,0,H2,905,8,2378,2378,14444,0
2006,388,1,0,H2,905,8,3484,3484,53582,0
2006,388,2,0,H2,905,8,407,407,358,0
2007,388,1,0,H2,905,8,1622,1622,24129,0
2007,388,2,0,H2,905,8,4379,4379,3809,0
2004,388,1,0,H2,90500,8,21224,21224,97782,0
2004,388,2,0,H2,90500,8,9038,9038,15627,0
2005,388,1,0,H2,90500,8,4492,4492,49852,0
2005,388,2,0,H2,90500,8,2378,2378,14444,0
2006,388,1,0,H2,90500,8,3484,3484,53582,0
2006,388,2,0,H2,90500,8,407,407,358,0
2007,388,1,0,H2,90500,8,1622,1622,24129,0
2007,388,2,0,H2,90500,8,4379,4379,3809,0
2004,388,1,0,H2,906,8,33817,33817,67898,0
2004,388,2,0,H2,906,8,43,43,503,0
2005,388,1,0,H2,906,8,20252,20252,64524,0
2005,388,2,0,H2,906,8,27,27,435,0
2006,388,1,0,H2,906,8,23220,23220,63003,0
2006,388,2,0,H2,906,8,183,183,1904,0
2007,388,1,0,H2,906,8,14863,14863,64996,0
2007,388,2,0,H2,906,8,39,39,174,6
2004,388,1,0,H2,90610,8,13141,13141,24545,0
2004,388,2,0,H2,90610,8,11,11,30,0
2005,388,1,0,H2,90610,8,1066,1066,2178,0
2006,388,1,0,H2,90610,8,2491,2491,4766,0
2006,388,2,0,H2,90610,8,24,24,269,0
2007,388,1,0,H2,90610,8,2409,2409,8234,0
2007,388,2,0,H2,90610,8,13,13,12,6
2004,388,1,0,H2,90620,8,20676,20676,43353,0
2004,388,2,0,H2,90620,8,32,32,473,0
2005,388,1,0,H2,90620,8,19186,19186,62346,0
2005,388,2,0,H2,90620,8,27,27,435,0
2006,388,1,0,H2,90620,8,20729,20729,58237,0
2006,388,2,0,H2,90620,8,159,159,1635,0
2007,388,1,0,H2,90620,8,12454,12454,56762,0
2007,388,2,0,H2,90620,8,26,26,162,6
2004,388,1,0,H2,907,8,5073,5073,19174,0
2004,388,2,0,H2,907,8,6,6,56,0
2005,388,1,0,H2,907,8,6828,6828,22274,0
2005,388,2,0,H2,907,8,10,10,98,0
2006,388,1,0,H2,907,8,4898,4898,22308,0
2007,388,1,0,H2,907,8,3087,3087,13595,0
2004,388,1,0,H2,90700,8,5073,5073,19174,0
2004,388,2,0,H2,90700,8,6,6,56,0
2005,388,1,0,H2,90700,8,6828,6828,22274,0
2005,388,2,0,H2,90700,8,10,10,98,0
2006,388,1,0,H2,90700,8,4898,4898,22308,0
2007,388,1,0,H2,90700,8,3087,3087,13595,0
2004,388,1,0,H2,908,8,33089,33089,168792,0
2004,388,2,0,H2,908,8,565,565,1546,0
2005,388,1,0,H2,908,8,75117,75117,454920,0
2005,388,2,0,H2,908,8,55,55,245,6
2006,388,1,0,H2,908,8,43071,43071,300582,0
2006,388,2,0,H2,908,8,57,57,6834,0
2007,388,1,0,H2,908,8,33899,33899,270335,0
2007,388,2,0,H2,908,8,40,40,287,0
2004,388,1,0,H2,90810,8,32844,32844,166937,0
2004,388,2,0,H2,90810,8,565,565,1546,0
2005,388,1,0,H2,90810,8,74775,74775,453283,0
2005,388,2,0,H2,90810,8,55,55,245,6
2006,388,1,0,H2,90810,8,42885,42885,299491,0
2006,388,2,0,H2,90810,8,57,57,6834,0
2007,388,1,0,H2,90810,8,33467,33467,267883,0
2007,388,2,0,H2,90810,8,40,40,287,0
2004,388,1,0,H2,90820,8,208,208,1621,0
2005,388,1,0,H2,90820,8,160,160,473,0
2006,388,1,0,H2,90820,8,43,43,252,0
2007,388,1,0,H2,90820,8,184,184,803,0
2004,388,1,0,H2,90830,8,37,37,234,0
2005,388,1,0,H2,90830,8,182,182,1164,0
2006,388,1,0,H2,90830,8,144,144,838,0
2007,388,1,0,H2,90830,8,249,249,1649,0
2004,388,1,0,H2,909,8,55413,55413,78007,0
2005,388,1,0,H2,909,8,21615,21615,65252,0
2005,388,2,0,H2,909,8,18,18,102,0
2006,388,1,0,H2,909,8,28201,28201,74885,0
2007,388,1,0,H2,909,8,27238,27238,78232,0
2004,388,1,0,H2,90910,8,3470,3470,11441,0
2005,388,1,0,H2,90910,8,2883,2883,11199,0
2006,388,1,0,H2,90910,8,1088,1088,3287,0
2007,388,1,0,H2,90910,8,3144,3144,11277,0
2004,388,1,0,H2,90920,8,36591,36591,38236,0
2005,388,1,0,H2,90920,8,11187,11187,29895,0
2006,388,1,0,H2,90920,8,16096,16096,39104,0
2007,388,1,0,H2,90920,8,14981,14981,40664,0
2004,388,1,0,H2,90930,8,11512,11512,19226,0
2005,388,1,0,H2,90930,8,6911,6911,17452,0
2005,388,2,0,H2,90930,8,18,18,102,0
2006,388,1,0,H2,90930,8,10549,10549,27796,0
2007,388,1,0,H2,90930,8,8657,8657,23047,0
2004,388,1,0,H2,90940,8,85,85,443,0
2005,388,1,0,H2,90940,8,297,297,996,0
2006,388,1,0,H2,90940,8,5,5,56,0
2007,388,1,0,H2,90940,8,2,2,412,0
2004,388,1,0,H2,90950,8,3755,3755,8661,0
2005,388,1,0,H2,90950,8,336,336,5710,0
2006,388,1,0,H2,90950,8,462,462,4643,0
2007,388,1,0,H2,90950,8,455,455,2831,0
2004,388,1,0,H2,910,8,253986,253986,508474,0
2004,388,2,0,H2,910,8,233542,233542,1033448,0
2005,388,1,0,H2,910,8,148702,148702,452871,0
2005,388,2,0,H2,910,8,188303,188303,756992,0
2005,388,3,0,H2,910,8,2380,2380,7745,0
2006,388,1,0,H2,910,8,255396,255396,607027,0
2006,388,2,0,H2,910,8,219538,219538,926098,0
2006,388,3,0,H2,910,8,31006,31006,105160,0
2007,388,1,0,H2,910,8,250392,250392,751178,0
2007,388,2,0,H2,910,8,232323,232323,993096,0
2007,388,3,0,H2,910,8,41541,41541,186565,0
2004,388,1,0,H2,91010,8,108456,108456,173712,0
2004,388,2,0,H2,91010,8,17109,17109,110596,0
2005,388,1,0,H2,91010,8,32789,32789,116628,0
2005,388,2,0,H2,91010,8,30554,30554,136671,0
2005,388,3,0,H2,91010,8,2376,2376,7673,0
2006,388,1,0,H2,91010,8,94789,94789,182223,0
2006,388,2,0,H2,91010,8,58408,58408,251359,0
2006,388,3,0,H2,91010,8,30679,30679,99655,0
2007,388,1,0,H2,91010,8,103097,103097,255588,0
2007,388,2,0,H2,91010,8,74511,74511,329304,0
2007,388,3,0,H2,91010,8,41541,41541,186565,0
2004,388,1,0,H2,91020,8,6180,6180,13331,0
2005,388,1,0,H2,91020,8,2490,2490,6835,0
2006,388,1,0,H2,91020,8,1308,1308,5614,0
2006,388,2,0,H2,91020,8,2,2,25,0
2007,388,1,0,H2,91020,8,2363,2363,11007,0
2004,388,1,0,H2,91030,8,65605,65605,99807,0
2004,388,2,0,H2,91030,8,55338,55338,72082,0
2005,388,1,0,H2,91030,8,45059,45059,81192,0
2005,388,2,0,H2,91030,8,51403,51403,56406,0
2006,388,1,0,H2,91030,8,49471,49471,98228,0
2006,388,2,0,H2,91030,8,53994,53994,61768,0
2007,388,1,0,H2,91030,8,53451,53451,121361,0
2007,388,2,0,H2,91030,8,59555,59555,67701,0
2004,388,1,0,H2,91040,8,9071,9071,21787,0
2004,388,2,0,H2,91040,8,89525,89525,579968,0
2005,388,1,0,H2,91040,8,8454,8454,23473,0
2005,388,2,0,H2,91040,8,40836,40836,270709,0
2006,388,1,0,H2,91040,8,10603,10603,30608,0
2006,388,2,0,H2,91040,8,37891,37891,196105,0
2007,388,1,0,H2,91040,8,1952,1952,5860,0
2007,388,2,0,H2,91040,8,21954,21954,122423,0
2004,388,1,0,H2,91050,8,4220,4220,20912,0
2004,388,2,0,H2,91050,8,70932,70932,266236,0
2005,388,1,0,H2,91050,8,8967,8967,35392,0
2005,388,2,0,H2,91050,8,51574,51574,228027,0
2005,388,3,0,H2,91050,8,4,4,71,0
2006,388,1,0,H2,91050,8,16760,16760,61974,0
2006,388,2,0,H2,91050,8,61549,61549,333518,0
2006,388,3,0,H2,91050,8,1,1,173,0
2007,388,1,0,H2,91050,8,1266,1266,4156,0
2007,388,2,0,H2,91050,8,31595,31595,185017,0
2004,388,1,0,H2,91091,8,5791,5791,30079,0
2005,388,1,0,H2,91091,8,9874,9874,36059,0
2005,388,2,0,H2,91091,8,35,35,137,0
2006,388,1,0,H2,91091,8,4076,4076,16757,0
2006,388,2,0,H2,91091,8,1032,1032,4263,0
2007,388,1,0,H2,91091,8,21698,21698,99463,0
2007,388,2,0,H2,91091,8,1588,1588,5869,0
2004,388,1,0,H2,91099,8,54663,54663,148846,0
2004,388,2,0,H2,91099,8,638,638,4566,0
2005,388,1,0,H2,91099,8,41069,41069,153293,0
2005,388,2,0,H2,91099,8,13901,13901,65042,0
2006,388,1,0,H2,91099,8,78389,78389,211623,0
2006,388,2,0,H2,91099,8,6662,6662,79059,0
2006,388,3,0,H2,91099,8,326,326,5333,0
2007,388,1,0,H2,91099,8,66566,66566,253742,0
2007,388,2,0,H2,91099,8,43120,43120,282782,0
1998,388,1,0,H1,90121,8,339,339,2930,0
1998,388,2,0,H1,90121,8,34589,34589,596658,0
1998,388,1,0,H1,90190,8,21927,21927,206911,0
1998,388,1,0,H1,902,8,130542,130542,933124,0
1998,388,1,0,H1,90240,8,130542,130542,933124,0
1998,388,1,0,H1,903,8,739,739,2212,0
1998,388,1,0,H1,90300,8,739,739,2212,0
1998,388,1,0,H1,904,8,522493,522493,2298104,0
1998,388,2,0,H1,904,8,1787152,1787152,4228729,0
1998,388,1,0,H1,90411,8,325166,325166,1625344,0
1998,388,2,0,H1,90411,8,3194,3194,5345,0
1998,388,1,0,H1,90412,8,117594,117594,499354,0
1998,388,2,0,H1,90412,8,32962,32962,119286,0
